chr	start	end	DMSO-1	DMSO-2	DMSO-3	DMSO-CD19-1	DMSO-CD19-2	DMSO-CD19-3	GSK-1	GSK-2	GSK-3	GSK-CD19-1	GSK-CD19-2	GSK-CD19-3	PBMC-1	PBMC-2	PBMC-3	PBMC-CD19-1	PBMC-CD19-2	PBMC-CD19-3
9	126926534	126926612	0	2	1	8	6	7	12	13	13	4	0	8	2	14	25	10	0	6
7	63755811	63755994	10	12	10	129	159	181	60	82	105	20	12	22	101	99	158	28	28	24
10	23325209	23325311	2	0	0	16	11	16	8	12	11	6	4	4	17	10	22	10	6	0
1	72573195	72573306	8	0	0	10	8	9	7	14	2	8	4	0	14	12	27	2	1	4
5	61700389	61700474	0	0	2	14	16	17	9	10	6	1	5	4	6	6	28	0	5	4
3	37806392	37806461	0	9	3	8	25	19	12	9	10	2	1	4	12	7	40	8	6	0
1	17372226	17372305	0	6	2	17	22	15	9	8	16	7	11	0	16	20	34	2	10	4
11	52593159	52593329	6	0	4	30	17	22	12	15	25	4	4	2	8	17	6	5	0	2
8	89839808	89839873	0	0	0	4	8	8	6	5	12	3	6	2	2	14	16	0	1	0
8	139255895	139256001	7	2	2	10	13	12	5	4	14	1	0	4	12	12	51	5	12	0
11	117029395	117029515	0	0	12	8	7	6	7	0	12	4	4	0	9	1	10	9	0	4
4	42529506	42529587	6	8	0	2	8	13	2	6	12	0	6	0	13	5	23	0	3	6
12	14884690	14884846	0	7	7	17	31	22	17	31	20	30	27	23	16	14	40	3	1	8
10	103668544	103668642	0	6	1	6	18	20	9	12	22	12	13	6	16	6	39	12	0	6
5	62973246	62973348	0	1	0	10	5	11	5	2	10	7	0	2	2	9	30	2	0	3
3	75185679	75185754	2	0	5	4	5	0	2	3	9	2	0	0	11	9	27	13	10	6
X	76737210	76737373	2	0	1	14	11	8	8	14	13	2	2	0	13	12	38	5	2	6
8	7931047	7931313	1	9	0	33	33	27	18	22	22	10	14	4	29	10	52	16	7	7
X	147312322	147312381	2	0	2	6	8	10	4	5	15	0	1	0	9	3	18	0	0	2
X	118070884	118070951	4	0	0	10	8	7	6	2	7	0	2	2	7	10	22	5	0	0
22	20954675	20954792	1	2	0	13	26	11	12	8	10	2	2	8	8	16	27	10	7	0
12	83871086	83871179	2	2	1	13	10	14	6	6	6	4	0	0	3	20	28	4	5	0
13	94031013	94031122	0	4	5	16	8	20	7	5	8	0	7	4	16	28	47	6	14	2
7	108048021	108048083	2	0	0	7	4	14	8	8	6	4	1	3	12	10	22	0	2	0
Y	20277334	20277525	3	13	10	0	0	0	0	6	4	29	9	4	2	2	2	13	6	4
5	54029307	54029376	0	0	10	16	8	9	7	3	2	3	8	2	10	3	35	2	0	12
17	27898826	27898934	4	0	0	11	14	13	6	13	8	5	3	7	5	12	32	0	6	1
12	6485147	6485292	3	0	0	19	3	14	11	28	19	16	4	2	21	11	8	2	10	4
11	89237883	89237981	0	4	2	8	11	8	0	4	5	0	14	4	4	5	22	0	4	0
5	145962941	145963026	6	0	6	0	11	7	5	10	3	0	5	0	8	9	20	0	2	4
19	667266	667385	4	0	5	30	32	41	25	4	28	11	10	6	21	19	63	8	12	4
19	15167296	15167371	6	0	0	15	15	12	3	12	7	2	0	6	16	6	32	4	6	5
11	104907222	104907287	1	3	0	11	7	5	13	2	2	0	17	0	6	10	30	2	2	2
4	50694400	50694645	0	4	4	58	39	44	27	38	36	15	18	14	47	40	14	18	20	14
X	23743033	23743507	10	18	4	114	176	150	118	152	144	86	86	89	141	92	241	48	86	68
5	169609946	169610005	4	3	0	3	0	6	7	7	8	4	12	0	6	14	18	0	2	0
11	53701564	53701691	0	6	0	26	16	12	4	18	8	0	4	2	16	8	4	2	8	4
X	129953488	129953605	0	2	2	17	17	6	7	12	9	0	3	0	31	2	4	3	2	2
1	174728640	174728725	5	9	0	12	6	10	6	0	6	2	2	0	9	5	32	7	3	0
12	119091732	119091805	0	3	0	2	5	9	18	0	5	5	6	0	7	7	22	7	14	2
13	18472860	18473006	2	2	2	16	32	20	11	12	7	11	8	0	12	7	12	0	8	1
3	145522249	145522448	8	10	0	20	19	15	29	13	12	6	3	10	12	8	43	3	0	4
4	55318768	55318826	0	2	4	3	9	0	15	6	12	6	0	4	9	4	26	10	4	0
X	88006524	88006583	2	2	0	12	4	11	5	7	8	0	8	2	6	4	20	0	0	0
9	170352	170457	6	0	8	10	18	6	4	9	11	0	2	6	8	9	46	7	7	0
16	76553342	76553492	6	2	3	20	12	24	16	9	12	4	6	5	15	17	40	0	6	0
13	16785391	16785581	2	2	2	8	2	26	12	10	12	2	0	0	10	6	4	4	0	0
17	37435525	37435583	2	0	0	9	6	10	17	10	10	8	2	6	5	2	16	8	0	0
11	109576943	109577009	4	2	8	3	0	6	7	6	11	2	0	0	0	10	26	4	0	2
4	37364716	37364788	5	0	0	5	7	6	6	6	13	0	0	0	10	8	18	6	7	4
1	67105627	67105686	0	2	0	4	5	10	2	0	8	6	10	0	10	4	20	8	2	0
14	79278275	79278379	4	6	0	12	13	18	6	12	11	1	8	0	7	10	22	4	0	2
X	71768787	71768896	2	2	0	17	4	13	4	9	19	4	6	4	18	10	38	0	6	1
5	14648705	14648767	0	1	0	11	25	17	11	10	16	5	15	9	27	9	24	6	13	4
12	93789642	93789701	1	0	0	8	8	15	12	5	15	2	2	2	8	3	26	2	8	0
2	39675842	39675908	0	2	1	6	0	10	4	1	9	12	4	0	0	6	15	2	0	0
16	79346109	79346216	0	10	2	14	8	0	9	6	6	6	6	8	8	19	36	0	2	3
4	170804975	170805045	6	0	0	10	10	7	6	6	0	1	4	9	8	4	18	0	0	3
3	11906160	11906294	6	3	0	10	1	12	4	9	10	19	0	5	14	7	22	13	0	6
20	48627213	48627303	2	0	0	10	24	17	6	10	19	8	7	6	12	9	60	4	9	13
11	71214702	71214763	0	0	0	8	14	17	4	7	4	6	1	5	8	6	26	1	10	11
11	72885957	72886041	2	0	0	2	8	9	7	7	17	7	6	0	8	13	19	0	6	4
13	21890361	21890424	0	4	2	0	5	7	14	8	3	0	8	7	10	13	24	3	2	0
3	72848242	72848670	17	22	7	186	284	280	182	176	170	173	138	157	170	159	357	90	143	93
5	157233793	157233915	0	2	0	14	2	4	11	10	13	16	19	26	9	12	14	19	19	19
10	115898472	115898540	0	2	0	10	0	22	8	5	3	5	10	5	19	6	30	4	4	2
3	120785557	120785708	6	0	0	15	6	11	4	0	7	9	3	1	1	14	28	8	2	6
11	118692685	118692747	2	0	0	16	16	20	12	20	24	14	10	11	22	12	37	10	13	6
8	20354956	20355042	0	2	6	10	15	10	10	12	8	8	2	2	11	12	27	0	6	0
6	53977377	53977507	2	0	4	14	5	14	6	6	8	9	22	0	10	6	6	2	0	0
2	144517356	144517736	0	7	18	28	54	37	43	52	57	57	43	65	32	38	98	32	35	29
1	886091	886169	4	4	0	16	12	23	4	6	24	6	0	2	12	19	24	4	2	2
3	185511006	185511154	2	1	0	0	8	11	6	4	11	4	4	0	0	8	0	14	0	3
X	1577674	1577798	0	0	0	6	8	4	11	3	16	2	5	0	2	6	21	0	2	2
13	109446152	109446273	3	0	0	18	14	4	15	6	4	2	5	2	4	11	26	0	12	2
19	39997973	39998044	0	0	2	6	12	9	11	9	9	6	8	11	10	3	42	2	5	0
9	44240608	44240832	2	4	3	73	38	64	46	52	46	14	22	6	55	62	18	29	26	18
5	156263113	156263236	1	1	6	17	2	6	26	4	14	6	4	4	2	16	0	0	0	6
12	110474580	110474646	0	2	0	5	10	6	8	12	1	4	6	0	13	6	21	0	10	3
X	73903603	73903698	2	0	0	4	9	7	4	7	8	0	0	2	10	12	30	2	1	3
X	33974743	33975047	4	2	1	25	14	23	6	11	14	0	8	8	17	13	64	2	10	4
Y	470890	471026	4	2	0	11	8	13	8	0	10	4	2	7	16	9	26	0	1	2
8	36340127	36340199	0	0	0	6	10	14	4	2	5	0	4	0	2	4	14	0	4	0
8	67676979	67677037	2	2	0	10	6	6	2	10	11	0	6	0	12	12	20	5	2	0
X	114532112	114532245	1	0	0	12	6	12	2	9	10	2	2	4	10	6	38	6	3	0
X	119005070	119005152	0	2	4	16	16	29	4	4	22	2	0	7	18	7	26	5	10	8
9	44585896	44586047	4	0	2	15	12	26	10	29	27	3	12	1	19	20	2	6	2	5
3	96783234	96783356	2	2	2	8	4	12	6	7	11	5	0	0	0	0	24	2	4	0
1	235511568	235511639	10	5	8	4	11	6	15	6	12	0	6	0	21	8	25	0	4	1
2	37645959	37646039	2	0	0	17	10	15	5	7	14	5	8	0	13	11	30	5	7	6
12	108234722	108234799	3	0	0	0	8	3	10	5	4	2	0	1	2	1	26	12	0	6
1	89394855	89394934	2	0	0	15	18	9	4	5	14	6	15	8	3	8	24	4	0	2
8	36435654	36435744	0	0	0	10	9	16	6	8	5	6	0	4	4	11	24	2	2	6
X	76052749	76052820	3	0	0	10	14	2	4	8	4	1	0	0	6	6	19	6	1	0
15	73026049	73026114	0	4	0	10	7	6	4	0	15	0	2	2	6	5	20	0	8	4
4	92433195	92433283	0	0	0	17	17	11	6	5	13	4	5	6	8	2	30	6	2	2
8	1337354	1337526	10	0	2	18	12	12	11	7	16	4	6	3	9	8	62	8	0	2
14	16468667	16468808	0	0	8	26	17	20	24	11	11	2	2	6	11	18	6	8	2	3
1	123550684	123551032	0	10	6	52	55	65	40	59	38	10	28	13	33	44	20	22	23	14
X	104047345	104047553	7	1	2	18	15	18	4	4	6	0	0	6	29	8	26	4	8	2
14	106636678	106636740	0	4	0	22	28	27	12	14	19	12	16	18	26	11	34	9	10	10
1	209440436	209440495	4	0	0	12	4	4	8	2	10	0	5	0	14	6	16	4	6	0
5	79956586	79956669	5	2	0	14	10	13	8	14	16	5	2	3	0	5	28	0	8	3
8	133449533	133449817	16	5	0	58	63	54	30	41	57	34	31	12	36	35	57	21	22	17
12	65278176	65278297	10	0	8	9	8	3	16	0	14	6	11	6	23	6	30	5	6	0
X	9286290	9286431	4	0	0	15	10	24	11	6	5	0	3	4	3	14	26	3	5	2
4	70454134	70454208	0	0	0	6	19	4	1	18	9	2	5	2	6	9	24	10	8	4
2	130985867	130985991	0	0	4	21	17	6	14	10	8	2	3	5	14	12	60	8	6	4
12	102301239	102301308	4	0	0	10	20	15	0	8	21	8	11	6	11	14	20	10	6	5
10	72932389	72932508	5	3	0	7	9	13	16	14	8	6	0	0	1	10	30	5	4	9
11	97273708	97273778	0	0	0	6	12	10	6	8	13	0	6	2	11	7	16	1	2	6
5	48519221	48519382	4	8	0	26	23	6	14	6	32	8	7	4	26	18	6	5	0	2
10	47218921	47219014	2	2	0	11	18	9	12	3	8	3	5	0	15	12	22	0	3	2
10	29367054	29367170	4	1	2	12	5	2	14	0	22	9	2	0	2	6	12	2	0	0
1	19344494	19344599	2	0	12	14	16	10	18	20	10	12	6	8	13	19	52	6	16	0
3	27038044	27038188	6	0	4	10	8	23	2	5	12	0	15	6	17	18	8	8	2	0
6	96810374	96810469	4	0	0	20	5	7	0	7	14	8	6	6	2	3	22	0	4	7
3	69747124	69747185	8	2	0	14	12	6	12	3	7	5	8	1	0	0	18	2	2	0
10	124599176	124599329	6	3	2	10	8	12	7	23	12	0	9	10	8	15	62	12	16	0
19	944323	944402	2	9	2	6	12	12	0	6	12	0	11	5	12	19	46	18	2	4
17	15465268	15465442	0	0	9	11	13	19	6	4	14	4	3	6	12	15	64	2	10	8
7	70619983	70620105	0	4	0	9	12	15	11	10	4	6	8	5	8	15	39	4	0	11
1	161324054	161324333	0	4	10	30	42	34	50	12	52	40	18	20	40	16	80	15	16	14
17	44906475	44906642	2	6	0	18	16	25	17	22	20	0	8	10	9	8	20	3	11	23
8	76454904	76455057	4	0	8	28	26	26	40	29	41	34	24	9	24	26	108	11	14	10
Y	10898318	10898392	2	4	2	18	16	18	15	14	15	0	2	4	10	20	86	8	10	7
18	77606284	77606453	11	0	1	7	17	12	12	8	18	3	21	0	8	5	0	8	6	4
7	59248675	59248846	0	3	9	20	20	18	13	17	19	2	3	0	16	19	10	2	8	7
X	140499300	140499408	5	0	0	8	7	9	11	10	6	5	4	0	10	6	32	4	8	0
5	156302863	156302939	0	0	2	12	14	6	8	2	8	2	0	4	8	8	24	6	0	6
17	59311112	59311324	1	14	0	34	49	43	22	25	28	31	29	20	25	37	18	16	31	24
8	65729809	65729869	2	0	0	4	16	10	4	9	11	2	9	2	0	6	24	4	4	0
7	60489620	60489783	3	0	1	13	28	22	14	6	20	4	13	0	16	15	6	3	6	5
7	47846444	47846519	1	2	0	10	6	10	4	8	4	0	0	0	6	6	19	0	10	3
8	11667536	11667620	13	4	0	0	2	2	6	12	12	8	4	2	9	4	24	2	0	0
14	24642649	24642731	2	7	0	4	6	12	0	6	12	0	2	6	4	6	22	0	0	2
X	110477688	110477789	3	2	2	6	12	11	11	16	5	0	8	4	13	9	32	6	0	0
1	123468507	123468870	12	6	4	151	124	126	90	104	136	36	45	32	75	113	24	61	50	41
13	17226697	17226884	2	1	2	18	23	15	16	20	11	0	10	2	30	19	2	4	4	4
22	14677450	14677884	118	125	78	8	6	12	18	14	11	64	106	36	24	20	6	90	63	62
19	3706150	3706217	3	0	0	10	20	19	22	22	23	15	14	21	18	15	29	8	19	8
7	140021791	140021860	0	0	4	10	11	8	7	14	13	0	4	11	18	5	32	6	6	2
22	14627386	14627558	34	30	20	4	0	2	10	12	6	26	30	18	5	4	2	28	18	18
5	148559030	148559127	0	2	12	11	7	4	7	12	10	6	4	1	12	11	28	0	2	0
13	72538791	72538938	4	0	0	8	8	27	10	0	7	0	4	3	11	6	16	6	6	5
10	97183938	97184041	2	2	4	16	13	7	19	14	14	0	4	0	6	8	44	2	12	4
12	49917152	49917264	7	0	0	9	6	14	9	14	18	8	6	2	12	7	32	0	8	4
2	227922032	227922126	8	0	0	14	7	3	4	2	12	2	5	2	15	0	22	6	4	0
X	65452805	65452869	0	2	1	2	12	8	0	6	2	0	4	0	12	3	26	2	4	0
X	72043958	72044104	4	0	2	18	30	14	2	8	12	2	4	0	20	12	10	2	2	2
15	79519856	79519917	2	2	0	8	15	1	5	0	0	0	10	1	1	8	16	1	10	6
13	75512985	75513100	8	0	0	6	11	5	2	24	11	2	8	2	21	10	8	1	5	0
15	33077430	33077500	0	2	0	10	9	9	0	5	5	2	0	2	4	14	20	2	4	0
Y	517385	517661	4	0	0	10	11	18	12	10	8	2	6	8	14	13	26	0	6	3
2	219760606	219760664	0	0	0	6	10	3	0	10	11	0	5	0	2	6	16	2	2	4
5	6537098	6537227	0	0	1	2	7	21	10	4	15	2	6	0	4	9	10	5	0	8
X	62495393	62495499	2	6	9	19	23	25	10	22	12	4	14	0	16	24	20	0	6	8
10	14522265	14522337	4	3	0	6	7	0	12	10	10	2	0	0	4	8	20	3	2	0
13	42477685	42477845	5	1	0	22	14	14	14	33	8	0	10	4	12	9	30	7	7	6
4	162651603	162651671	1	0	1	10	0	5	5	0	12	0	0	0	4	3	18	4	2	0
2	112764571	112765031	21	54	25	369	571	508	419	434	454	419	316	406	412	327	681	265	296	274
1	16781841	16781905	2	0	0	25	15	21	9	16	9	11	9	9	23	21	31	18	15	7
10	30357538	30357677	4	12	0	22	17	19	14	12	16	2	11	14	18	14	35	8	0	4
20	60540475	60540630	2	2	0	17	22	10	0	6	2	0	8	2	4	6	2	0	2	0
X	120244720	120245330	0	16	8	33	77	47	47	48	50	45	30	38	50	30	104	29	19	31
7	1887412	1887555	8	8	0	19	7	20	7	6	16	0	6	3	14	12	74	10	10	4
6	73805793	73805861	0	4	0	14	7	12	6	5	0	0	9	2	10	12	18	6	2	2
6	3139427	3139516	0	0	3	16	7	10	7	6	16	8	2	0	6	19	18	1	6	2
4	185699335	185699412	0	0	0	10	13	13	5	13	6	4	2	4	2	7	22	4	0	2
7	54713847	54713909	6	2	0	5	0	4	12	6	12	4	0	2	2	12	18	0	0	5
14	32204179	32204269	0	0	1	16	12	21	9	9	3	6	14	9	13	17	44	6	10	7
6	8678645	8678796	0	0	4	35	6	13	9	6	13	0	4	4	2	2	4	4	2	0
3	48952669	48952728	0	0	0	9	16	20	9	11	9	9	3	9	1	8	16	9	10	10
1	220910255	220910392	2	0	2	4	16	8	4	6	13	5	0	0	8	14	36	4	8	10
4	51650341	51650520	0	4	4	38	50	30	39	30	28	15	16	16	32	16	10	8	3	9
3	141864013	141864071	4	0	1	4	15	5	5	8	19	0	8	0	6	5	20	4	0	6
18	15247993	15248069	2	3	0	10	5	12	18	8	4	4	0	0	2	6	30	2	16	8
12	87937514	87937606	1	3	3	6	7	11	20	11	4	6	0	0	12	0	29	6	8	2
5	159916252	159916478	6	0	9	33	53	37	40	55	36	29	38	41	22	28	73	13	21	9
13	100089822	100089889	0	4	0	13	15	23	15	13	23	14	13	16	15	12	32	7	4	2
10	49164755	49164831	4	6	9	9	32	7	18	4	18	23	0	6	7	13	42	0	4	4
X	101918373	101918471	0	8	0	4	12	10	9	3	2	0	4	0	5	4	22	7	0	4
22	50337140	50337458	4	8	16	41	37	27	31	34	49	4	23	10	27	36	221	35	16	2
22	25988392	25988485	0	5	2	6	13	6	6	6	5	4	0	0	13	3	32	10	0	3
5	3642667	3642809	0	2	0	29	12	14	7	2	1	0	0	4	9	6	2	4	2	2
8	118172073	118172169	2	4	0	4	12	21	4	18	20	0	4	6	14	14	30	2	8	2
4	26162171	26162298	4	2	0	18	5	10	10	6	21	2	14	8	6	12	18	0	0	8
11	53294452	53294581	2	4	0	12	16	15	13	11	15	2	11	3	28	29	0	8	7	3
4	51217604	51217871	2	4	2	32	36	31	32	30	26	4	12	8	35	34	2	13	12	2
8	27647169	27647239	0	0	4	4	8	5	7	11	8	0	0	8	7	16	26	6	9	5
10	30878730	30878844	8	4	0	7	6	9	8	10	16	8	10	0	14	9	34	2	0	2
17	14409455	14409525	2	2	1	12	0	12	0	12	3	8	0	0	4	8	24	2	5	4
4	174354581	174354662	5	6	0	4	8	0	17	2	22	1	6	2	2	4	32	0	3	3
2	176932013	176932156	4	0	0	8	19	12	27	16	9	13	12	5	9	31	28	2	4	8
12	26198011	26198141	2	0	6	9	10	10	9	9	8	3	0	0	3	10	30	16	1	3
7	73779004	73779198	2	2	2	12	16	25	12	12	21	2	6	2	14	12	58	8	6	0
9	45275224	45275440	10	12	0	55	42	60	38	48	62	18	29	16	47	39	6	16	14	28
X	231957	232400	1	7	9	59	123	75	57	60	60	46	27	36	48	52	107	48	20	24
7	58860588	58860841	16	42	34	10	6	3	3	4	3	4	14	7	2	2	0	8	6	0
1	118574070	118574139	2	9	2	12	2	18	12	12	14	0	9	1	10	4	28	12	0	2
9	122800501	122800602	0	4	4	15	18	13	10	10	19	1	9	7	18	11	38	4	0	4
9	117412957	117413091	0	2	5	12	8	18	8	10	14	5	3	19	12	0	20	9	6	0
17	38161950	38162009	0	4	0	0	11	7	1	8	14	2	2	2	13	7	20	4	0	5
5	56092271	56092331	1	0	0	0	5	10	8	3	4	12	4	4	11	6	18	13	0	10
9	19571056	19571186	0	7	6	18	20	16	3	14	16	0	4	2	4	2	40	10	10	8
1	63445638	63445740	2	0	0	4	2	11	10	8	14	4	0	0	16	4	20	6	4	5
1	55443238	55443302	1	1	0	10	15	8	2	8	11	1	6	0	7	9	24	6	0	4
10	69744643	69744702	0	0	6	12	15	11	9	2	12	5	4	0	9	13	24	8	1	6
14	38229989	38230054	4	0	6	2	10	2	3	10	0	2	10	2	9	16	22	0	2	0
14	17065714	17065876	0	2	4	40	21	35	28	34	30	3	16	20	19	31	8	12	12	10
X	103139522	103139617	0	2	0	6	14	10	0	6	2	2	2	0	6	3	20	2	0	0
2	106374566	106374665	0	4	0	8	10	9	7	9	3	5	4	0	13	6	27	2	0	9
6	168236840	168237284	5	8	2	25	29	17	24	17	9	1	2	9	23	21	31	10	8	0
4	4655672	4655747	0	2	2	15	13	9	1	4	10	2	5	7	9	13	24	7	0	0
7	153025292	153025356	0	4	4	10	10	0	2	13	12	8	4	0	8	4	25	6	6	0
1	245123327	245123386	2	2	0	6	12	16	0	4	13	1	9	2	6	2	26	2	10	0
2	92789039	92789272	4	10	1	36	8	21	11	10	9	6	14	0	16	30	7	10	8	0
X	120575827	120575930	2	0	0	11	14	5	2	7	12	0	2	2	14	8	30	10	6	4
X	71816071	71816244	8	4	0	13	13	17	3	12	14	0	5	2	5	10	28	6	0	7
4	53888184	53888278	0	0	0	6	11	4	4	2	10	2	2	0	10	12	26	8	4	7
X	147284760	147284889	2	6	1	8	21	30	10	8	10	2	0	4	22	15	8	6	0	2
9	134761079	134761142	2	2	0	5	10	18	10	10	14	2	6	3	16	10	52	6	9	0
11	52809832	52810166	2	3	2	31	56	40	31	31	51	7	6	8	39	25	19	6	9	4
X	18137331	18137537	0	7	0	32	10	8	2	9	18	2	0	4	2	17	4	4	2	4
13	52105230	52105295	0	3	0	13	4	11	10	5	2	4	4	0	2	7	22	2	0	0
5	73658932	73658998	4	2	0	8	4	16	0	2	6	0	0	0	10	2	15	4	4	0
5	108394062	108394166	4	0	0	13	5	4	8	6	9	0	1	5	2	6	28	4	0	12
7	80766912	80766999	0	0	0	14	8	12	2	5	8	2	3	1	12	1	24	8	6	1
13	28316228	28316300	2	0	0	6	5	17	12	8	9	3	4	6	16	21	24	4	0	4
9	43712259	43712410	1	2	4	26	16	18	16	32	29	6	28	6	18	29	0	8	11	14
1	28021629	28021728	0	0	3	3	6	5	10	12	8	5	4	0	11	17	21	8	4	0
8	41338730	41338821	0	3	0	3	14	19	15	4	11	4	4	4	8	10	34	0	5	5
14	98214863	98214929	0	6	3	14	16	12	12	8	10	0	8	13	10	0	27	2	7	5
4	51599787	51599911	4	0	0	31	10	13	8	13	15	6	12	3	10	12	0	3	4	9
4	158400474	158400565	5	0	0	16	7	11	2	9	14	4	8	0	2	12	26	6	5	1
3	136694494	136694599	0	2	0	8	5	8	10	4	22	4	9	13	11	6	30	3	2	0
6	126205885	126205958	5	0	0	2	10	8	10	2	10	0	2	2	3	3	40	4	0	2
X	76428812	76428870	0	0	4	7	12	8	2	2	10	0	8	1	6	7	28	0	2	2
X	119223354	119223518	2	2	0	8	4	26	5	8	10	0	2	0	6	10	4	0	0	2
5	1733835	1733896	0	4	0	6	13	13	6	12	8	4	8	5	12	11	28	1	12	0
7	59847422	59847562	4	4	0	14	17	6	20	7	14	0	10	2	19	14	7	5	4	0
X	101003874	101003932	0	0	0	0	12	12	5	3	5	0	7	1	5	7	22	2	2	2
5	88667749	88667849	0	2	0	9	16	7	14	6	6	0	8	2	3	8	20	0	6	5
20	35868005	35868160	0	5	0	9	16	17	9	10	28	0	2	2	8	6	12	6	10	4
10	569745	569826	0	4	2	5	10	19	13	8	11	0	13	8	7	0	25	3	10	2
12	128425239	128425332	6	0	2	11	7	11	14	9	10	0	7	0	10	3	30	5	2	1
1	67774501	67774622	6	0	0	12	10	9	12	3	13	2	7	0	10	17	32	7	7	5
12	68876843	68876918	0	2	0	6	9	0	9	27	12	4	8	10	8	5	32	6	5	3
16	15237909	15237975	0	0	0	10	7	13	4	10	5	0	2	4	5	11	24	2	3	10
X	109010469	109010675	2	5	4	16	16	10	11	14	14	2	4	0	18	6	36	13	0	2
2	119167497	119167607	1	0	4	8	22	11	9	5	23	2	11	6	10	6	38	4	13	0
X	129773831	129773913	2	1	0	10	9	12	16	11	10	8	6	5	12	18	47	14	6	0
20	5286059	5286117	2	2	0	10	6	6	4	9	0	0	2	2	10	6	24	6	0	0
9	44631971	44632119	1	0	0	28	13	4	19	13	14	2	7	7	11	15	3	16	2	6
10	38918284	38918409	6	12	6	25	27	27	14	20	18	2	10	0	18	28	97	4	10	9
16	76471471	76471575	0	0	0	10	10	12	5	6	6	4	10	2	4	6	26	7	0	10
X	72091686	72091779	2	2	2	12	19	13	10	8	11	2	4	0	6	6	26	4	0	0
13	96036795	96036856	5	4	0	12	12	3	0	2	5	1	6	0	0	14	16	0	2	3
16	73472576	73472664	0	0	1	2	12	10	8	0	12	16	3	3	8	4	30	9	6	4
11	115786816	115786899	0	8	0	8	17	10	9	14	4	2	7	0	3	7	28	2	2	12
21	38887517	38887577	0	4	2	4	13	12	0	4	10	3	2	0	12	4	20	6	0	12
2	216512818	216513041	4	0	2	18	23	10	12	21	7	6	10	4	36	17	4	18	8	0
22	14284594	14284726	0	0	2	21	8	16	4	24	12	6	8	2	10	8	0	6	10	8
7	60675303	60675462	6	5	2	18	24	22	12	21	9	7	2	2	19	14	8	0	4	0
9	40193930	40193990	0	6	0	11	2	11	9	10	6	1	0	5	12	6	18	0	6	2
9	137242454	137242538	8	8	0	48	42	24	54	32	41	22	41	38	38	48	109	30	24	25
7	38369953	38370078	2	3	0	17	40	34	19	30	24	15	10	31	13	25	52	6	14	13
7	13157097	13157188	0	0	0	13	10	10	2	8	2	0	0	6	2	5	18	2	4	1
5	177061851	177061966	0	1	4	12	12	20	4	20	11	0	5	8	12	2	30	2	4	2
5	163412266	163412346	3	0	0	12	0	6	3	10	9	0	3	4	5	8	20	12	14	2
6	150020382	150020459	0	0	1	16	8	18	6	17	6	4	1	6	21	13	28	8	6	6
11	19345348	19345427	8	8	0	12	19	7	12	0	12	4	2	2	11	7	24	2	7	0
10	131483515	131483736	6	7	2	16	16	19	6	10	16	6	8	0	11	19	45	0	2	10
8	17468505	17468647	2	0	0	10	8	23	10	8	8	14	2	15	17	10	32	4	2	2
X	63933248	63933342	0	4	0	9	11	8	6	8	15	0	0	1	6	7	22	4	4	2
18	26283955	26284017	0	2	0	10	2	6	13	12	4	3	3	0	6	11	14	4	0	0
7	2208989	2209127	4	9	2	14	11	16	5	9	18	0	2	9	8	13	57	9	0	12
Y	10999554	10999613	2	8	6	2	0	6	6	0	8	2	10	4	10	4	63	6	4	0
5	5139359	5139485	3	4	5	19	16	0	6	20	14	5	18	4	24	6	30	0	16	3
6	52455528	52455618	0	2	3	4	0	11	5	10	12	2	0	0	8	10	22	2	10	2
10	91667067	91667159	6	7	0	13	4	6	4	8	18	3	0	5	9	5	24	0	2	0
4	49862768	49862962	0	2	4	22	25	51	32	33	17	7	8	4	16	28	8	6	6	4
4	124524494	124524600	0	2	5	11	12	14	10	12	7	2	4	0	4	11	32	2	6	0
3	31525155	31525234	4	2	0	11	8	12	6	15	10	1	0	4	2	0	18	4	0	2
1	68576160	68576263	4	0	3	17	10	17	8	7	12	6	6	10	15	13	26	0	6	0
12	24743053	24743136	0	2	0	6	0	11	4	5	6	2	9	0	8	18	26	3	6	4
21	12491863	12492022	4	2	5	24	32	20	27	9	13	2	7	1	22	15	6	0	4	2
8	38410724	38410783	0	0	2	12	20	19	10	17	19	12	16	9	24	20	34	10	15	8
7	34504898	34504957	2	0	0	8	10	7	2	19	6	2	2	0	10	10	14	2	8	0
8	138030891	138030985	2	0	2	10	10	8	4	5	12	2	2	0	4	16	22	3	0	0
X	9318339	9318415	4	0	2	6	12	4	13	14	12	14	0	6	6	3	32	3	0	2
6	34072943	34073142	16	0	4	33	15	26	36	26	28	15	12	10	28	18	142	22	11	6
15	90764927	90765042	0	0	6	10	9	6	6	3	6	10	6	4	16	19	34	2	0	10
11	16789925	16789983	4	2	0	9	12	12	4	10	13	0	0	2	10	12	23	3	2	1
21	45625252	45625349	7	1	0	21	16	8	6	6	12	6	2	6	6	10	23	0	7	0
10	119806946	119807018	2	4	0	10	7	8	4	6	12	6	0	0	6	0	19	5	7	0
10	40891950	40892709	34	34	10	321	370	362	318	354	392	188	239	136	326	338	84	216	218	188
10	12652930	12653107	0	2	0	6	13	9	8	8	5	0	5	3	26	0	2	10	10	3
8	7570589	7571076	24	11	6	129	140	129	75	90	118	16	16	16	122	78	92	14	28	20
X	66404485	66404655	0	2	2	10	13	17	6	2	19	10	2	5	13	14	38	6	4	0
13	28565075	28565224	1	0	4	24	0	26	4	12	4	3	2	2	12	10	2	6	0	5
